"ID","ObjectName","AdmArea","District","ObjectAddress","Coordinates","ConsrtuctionWorkType","MainFunctional","SourceOfFinance","DevelopmentArea","FloorsAmount","ObjectStatus","CadastralNumber","GPZUDocumentNumber","GPZUDocumentDate","GPZUDocumentStatus","Permission","EntryState","EntryAddReason","FunctionalForNG"
"120493","Производственный комплекс","Центральный административный округ","Пресненский район","Москва, ЦАО, район Пресненский, ул. Ермакова роща, вл. 3","37.530739582809,55.757453038223","новое строительство","Объект издательской и полиграфической деятельности, тиражирования записанных носителей информации","внебюджетные источники","1384","6","в строительстве","77:01:0004044:2758","RU77-181000-022242","23.12.2016","действует","More then 1 level","активна","новый объект","Промышленно-производственный объект"
"189742","Многоквартирный многоэтажный жилой дом с помещениями для обслуживания жилой застройки и подземной автостоянкой","Юго-Восточный административный округ","район Люблино","Москва, просп. 40 Лет Октября, вл. 7 стр. 1","37.745842688605,55.681670817600","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","556.5","14","в строительстве","77:04:0004009:5430","RU77152000-037721","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"189781","Жилищное строительство в районе Некрасовка. Этап 21. Корпус 11б","Юго-Восточный административный округ","район Некрасовка","Российская Федерация, Москва, квартал 17, вн. тер. г. Некрасовка, з/у 19","37.942957790723,55.710425802351","новое строительство","Многоэтажный многоквартирный дом","городской бюджет","1856.4","14-14-14-14+техническое подпол","в строительстве","77:16:0010105:21550","RU77166000-035630","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"118734","Автозаправочный комплекс АЗС 164","Западный административный округ","район Тропарёво-Никулино","Москва, ЗАО, район Тропарево-Никулино, проспект Вернадского, вл. 100А","37.478716010548,55.651216268722","реконструкция","Автозаправочная станция","внебюджетные источники","612.58","1","в строительстве","77:07:0014010:4","RU77-207000-013416","20.04.2015","действует","More then 1 level","активна","новый объект","Автозаправочная станция"
"189801","Реконструкция ресторана с пристройкой","Южный административный округ","Даниловский район","Москва, наб. Даниловская, вл.  6А","37.638406210723,55.708896062873","реконструкция","Ресторан","внебюджетные источники","929","1","в строительстве","77:05:0001002:2","RU77126000-044773","","действует","More then 1 level","активна","новый объект","Ресторан"
"189881","Реконструкция здания по адресу Большой Николоворобинский пер., д. 9, корп. 1-4 с перепрофилированием в жилую функцию","Центральный административный округ","Таганский район","Москва, ЦАО, район Таганский, Большой Николоворобинский пер., д. 9, корп. 1-4","37.649110479947,55.751132520273","реконструкция","Среднеэтажный многоквартирный дом","внебюджетные источники","1777","8","в строительстве","77:01:0001019:68","RU77-202000-015320","06.03.2015","действует","More then 1 level","активна","новый объект","Среднеэтажный многоквартирный дом"
"108817","Автозаправочный комплекс АЗС №114","Северо-Восточный административный округ","район Свиблово","Москва, СВАО, Свиблово, Серебрякова пр. вл. 20","37.669658128399,55.847171015133","реконструкция","Автозаправочная станция","внебюджетные источники","195.4","1","в строительстве","77:02:0015000:2","RU77-188000-020688","18.07.2016","действует","More then 1 level","активна","новый объект","Автозаправочная станция"
"84296","Жилой дом по адресу: г.Москва, г.Зеленоград, Савелкинский проезд, корп.328","Зеленоградский административный округ","район Савёлки","Москва, ЗелАО, Савелки, Савелкинский пр. корп. 328","37.219873419938,55.993148000586","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","1589","14","в строительстве","77:10:0004005:4488","RU77186000-039204","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"190181","Многоквартирные жилые дома переменной этажности с подземной автостоянкой (2-ая очередь строительства), 4 пусковой комплекс, Башня Б04 ","Юго-Восточный административный округ","Нижегородский район","г. Москва, просп. Рязанский, вл. 2","37.739027995752,55.727457840417","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","555","30+1 подземный","в строительстве","77:04:0002003:2600","RU77-167000-017995","29.01.2016","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"190261","Многофункциональный комплекс по адресу: г. Москва, САО, Ленинградский проспект, вл. 8","Северный административный округ","район Беговой","г. Москва, САО, Беговой, Ленинградский просп. вл. 8","37.581574206669,55.779834198718","новое строительство","Многофункциональный торгово-развлекательный центр","внебюджетные источники","4394.1","8-10-15-16-17+1 подземных","в строительстве","77:09:0004021:194","RU77-108000-012601","11.08.2014","действует","More then 1 level","активна","новый объект","Многофункциональный торгово-развлекательный центр"
"139484","Строительство новых корпусов Специализированного учебно-научного центра (факультет) - школа-интернат имени А.Н. Колмогорова МГУ имени М.В. Ломоносова","Западный административный округ","район Фили-Давыдково","Москва, ЗАО, район Фили-Давыдково, ул. Кременчугская, вл. 11","37.465078034538,55.719371418725","новое строительство","Организация дополнительного образования","федеральный бюджет","4043","1-2-4+цокольный+подземный+ тех","в строительстве","77:07:0009006:1000","RU77209000-031111","14.07.2017","действует","More then 1 level","активна","новый объект","Организация дополнительного образования"
"173691","Жилой комплекс с подземной автостоянкой и встроенно-пристроенным физкультурно-оздоровительным комплексом (ФОК)","Южный административный округ","Нагорный район","г. Москва, пр. Электролитный, вл. 7А","37.609503203101,55.673485118310","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","9051.43","1-5-6-26-27+2 подземных+тех пр","в строительстве","77:05:0003002:6143","RU77165000-047111","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"190781","Завершение строительством здания складского назначения литера ""В"" Производственно складской базы","Южный административный округ","район Бирюлёво Западное","Москва, Востряковский пр., влад. 10, корп. 1","37.616503688895,55.578834581961","новое строительство","Склад","внебюджетные источники","4071.5","1","в строительстве","77:05:0009005:3","RU77-112000-006725","16.11.2012","действует","More then 1 level","активна","новый объект","Склад"
"84452","Православный храм","Юго-Западный административный округ","район Зюзино","Москва, ЮЗАО, Зюзино, Каховка ул. вл. 13 корп. 9","37.587695975119,55.648653165086","новое строительство","Храм","внебюджетные источники","487.46","1","в строительстве","77:06:0005015:6824","RU77-132000-020579","01.07.2016","действует","More then 1 level","активна","новый объект","Храм"
"146191","Жилой дом с инженерными сетями и благоустройством территории (со сносом здания по адресу: 3-й Новомихалковский проезд, д.16а)","Северный административный округ","район Коптево","Москва, САО, Коптево, Новомихалковский 3-й пр. вл. 8 корп. 1","37.539289973813,55.840327725186","новое строительство","Многоэтажный многоквартирный дом","городской бюджет","2035","17","в строительстве","не определен","RU77138000-039837","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"185941","Физкультурно-оздоровительный комплекс с гостиницей квартирного типа и подземной автостоянкой","Северо-Западный административный округ","район Хорошёво-Мнёвники","Москва, СЗАО, Хорошево-Мневники, ул. Адиля Саляма, вл. 2/44/3","37.468001142590,55.773362611968","новое строительство","Физкультурно-оздоровительный комплекс","внебюджетные источники","3363","6+технический+2подземных","в строительстве","77:08:0010011:10216","","","","More then 1 level","активна","новый объект","Физкультурно-оздоровительный комплекс"
"138989","Здание производственного назначения","Северо-Восточный административный округ","район Отрадное","Москва, СВАО, Алтуфьевский, Поморская ул. вл. 4","37.574604389044,55.870249185307","реконструкция","Объект производства мебели","внебюджетные источники","1951.27","2","в строительстве","77:02:0007002:55","RU77-103000-024548","03.07.2017","действует","More then 1 level","активна","новый объект","Промышленно-производственный объект"
"191041","Автотехнический центр по продаже автомобилей","Северный административный округ","Хорошёвский район","г. Москва, САО, Хорошевский, 2-я Магистральная ул. вл. 18","37.527505505695,55.762018631897","новое строительство","Объект торговли иного типа","внебюджетные источники","1452","2","в строительстве","77:09:0005016:134","RU77-213000-000041","26.03.2009","действует","More then 1 level","активна","новый объект","Объект торговли"
"19236","Торговый  центр","Северо-Восточный административный округ","район Бибирево","Москва, СВАО, Бибирево, Костромская ул. д. 17","37.601062572688,55.884895128586","реконструкция","Объект торговли иного типа","внебюджетные источники","862","4+подвал","в строительстве","77:02:0002013:62","RU77110000-031772","28.07.2017","действует","More then 1 level","активна","новый объект","Объект торговли"
"191141","Многофункциональный жилой комплекс. Этап 4. Корпус 23","Северный административный округ","район Левобережный","г. Москва, ул. Фестивальная, вл. 15","37.475619530155,55.858656993794","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","9876","3-8-18-20-22-24-35+2-3 подземн","в строительстве","77:09:0001009:15530","RU77147000-041822","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"191161","Многофункциональный жилой комплекс. Этап 3. Корпус 24.1, 24.2","Северный административный округ","район Левобережный","Москва, улица Фестивальная, вл. 15","37.475619530155,55.858656993794","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","9876","3-8-18-20-22-24-35+2-3 подземн","в строительстве","77:09:0001009:15530","RU77147000-041822","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"191162","Многофункциональный жилой комплекс. Этап 2. Корпус 27.1, 27.2","Северный административный округ","район Левобережный","Москва, улица Фестивальная, вл. 15","37.475619530155,55.858656993794","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","9876","3-8-18-20-22-24-35+2-3 подземн","в строительстве","77:09:0001009:15530","RU77147000-041822","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"96082","Реконструкция и техническое перевооружение 5-этажного здания конструкторского и производственного комплекса Публичного акционерного общества ""Туполев"", г.Москва","Центральный административный округ","Басманный район","Москва, ЦАО, Басманный, Туполева академика наб.","37.677715502578,55.761130056414","реконструкция","Объект производства судов, летательных и космических аппаратов и прочих транспортных средств","внебюджетные источники","5669.82","7","в строительстве","77:01:0003006:48","RU77-107000-024338","01.06.2017","действует","More then 1 level","активна","новый объект","Промышленно-производственный объект"
"171382","Реконструкция здания операторной на территории автозаправочного комплекса","Западный административный округ","Можайский район","Москва, ЗАО, Можайский, Можайское шоссе вл. 58","37.396424779102,55.715582562943","реконструкция","Автозаправочная станция","внебюджетные источники","409","1","в строительстве","77:07:0008001:11159","RU77162000-042361","","действует","More then 1 level","активна","новый объект","Автозаправочная станция"
"162663","Жилой комплекс 1-я очередь строительства в составе: ""Корпуса 1, 2 с подземной автостоянкой""","Западный административный округ","район Очаково-Матвеевское","Москва, ЗАО, Очаково-Матвеевское, пересечение Аминьевского шоссе с Киевским направлением Московской железной дороги, на участке с кадастровым номером 77:07:0012010:15272","37.468105154247,55.699801765820","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","2760","25","в строительстве","77:07:0012010:15272","","","","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"138047","Реконструкция АЗС № 589","Западный административный округ","район Солнцево","Москва, ЗАО, район Солнцево, Боровское шоссе, вл. 2, стр. 1","37.407137454531,55.660084542056","реконструкция","Автозаправочная станция","внебюджетные источники","404","1","в строительстве","77:07:0015002:7080","RU77-198000-022928","22.12.2016","действует","More then 1 level","активна","новый объект","Автозаправочная станция"
"162629","Жилой комплекс 2-я очередь строительства в составе: 1-й этап ""Корпус 3 с подземной автостоянкой""; 2-й этап ""Корпуса 4, 5, 6 с подземной автостоянкой"". Этап 2","Западный административный округ","район Очаково-Матвеевское","Москва, ЗАО, район Очаково-Матвеевское, пересечение Аминьевского шоссе с Киевским направлением Московской железной дороги, на участке с кадастровым номером 77:07:0012010:15272","37.468096629407,55.699820982096","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","2915","30","в строительстве","77:07:0012010:15272","","","","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"162626","Жилой комплекс 2-я очередь строительства в составе: 1-й этап ""Корпус 3 с подземной автостоянкой""; 2-й этап ""Корпуса 4, 5, 6 с подземной автостоянкой"". Этап 1","Западный административный округ","район Очаково-Матвеевское","Москва, ЗАО, район Очаково-Матвеевское, пересечение Аминьевского шоссе с Киевским направлением Московской железной дороги, на участке с кадастровым номером 77:07:0012010:15272","37.468100764803,55.699799740577","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","3350","10-27-28+2 подземных","в строительстве","77:07:0012010:15272","","","","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"191262","Реконструкция многофункционального торгово-развлекательного и административно-офисного комплекса с апартаментами и подземной автостоянкой","Западный административный округ","район Кунцево","г. Москва, ЗАО, район Кунцево, ул. Ярцевская, д. 19","37.410232645382,55.739225839912","реконструкция","Многофункциональный развлекательный центр","внебюджетные источники","22103","3-4-5-6-8-9-10-16-17+5 подземн","в строительстве","77:07:0004002:0083","RU77-145000-002049","17.08.2010","действует","More then 1 level","активна","новый объект","Многофункциональный развлекательный центр"
"191301","Комплексная общественно-жилая застройка. Корпус 29. Дошкольная образовательная организация на 350 мест","Юго-Восточный административный округ","район Люблино","Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Люблинская улица, дом 78А","37.734088559053,55.664858860078","новое строительство","Дошкольная образовательная организация","внебюджетные источники","1974.2","3","в строительстве","77:04:0003010:15","RU77152000-050501","","действует","More then 1 level","активна","новый объект","Дошкольная образовательная организация"
"184783","Многофункциональная комплексная жилая застройка","Западный административный округ","район Раменки","Москва, ЗАО, район Раменки, между ул. Лобачевского и платформой ""Матвеевское"", квартал 2, корп. 1, 2","37.476816821193,55.696334063198","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","2607.4","41+2 подемных","в строительстве","77:07:0013002:4707","RU77183000-036773","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"191321","Многофункциональный жилой комплекс","Западный административный округ","район Раменки","Москва, ЗАО, район Раменки, 1-й Сетуньский проезд, владение 6-10","37.541024367603,55.732675256352","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","2819.9","1-41+2 подземных","в строительстве","77:07:0006003:60","RU77183000-045948","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"1039","Многофункциональный общественно-деловой комплекс с несколькими функциями с подземной автостоянкой. 2-й этап 3-й очереди","Центральный административный округ","район Замоскворечье","Москва, ЦАО, район Замоскворечье, Садовническая улица,        вл. 82, стр. 3-6, 8, 9, 12","37.641501231221,55.737075310203","новое строительство","Деловой центр","внебюджетные источники","4911","8","в строительстве","77:01:0002014:1007","RU77130000-031510","14.07.2017","действует","More then 1 level","активна","новый объект","Деловой центр"
"130880","Реконструкция объекта Автозаправочного комплекса АЗС №123","Северо-Восточный административный округ","район Лианозово","Москва, СВАО, Лианозово, МКАД   84 км д. 8","37.578686674896,55.910527174038","новое строительство","Автозаправочная станция","внебюджетные источники","505.1","1","в строительстве","77:02:0001005:5","RU77-149000-020364","27.06.2016","действует","More then 1 level","активна","новый объект","Автозаправочная станция"
"191361","Общественно-деловой центр с паркингом","Центральный административный округ","Пресненский район","г. Москва, ЦАО, район Пресненский, ТПУ «СИТИ», тупик Шелепихинский, з/у 1, 2, 3, 4, 5, 6, 7, 8, 9, 10.","37.530708484758,55.755411277428","новое строительство","Деловой центр","внебюджетные источники","11222","61+1 подземный","в строительстве","77:01:0004044:2866","RU77181000-047632","","действует","More then 1 level","активна","новый объект","Деловой центр"
"88200","СТРОИТЕЛЬСТВО ХРАМА СВЯТЫХ АПОСТОЛОВ ПЕТРА И ПАВЛА","Юго-Восточный административный округ","район Люблино","г. Москва, бульв. Тихорецкий, вл. 1","37.779095815045,55.679854766135","новое строительство","Храм","внебюджетные источники","734.9","2","в строительстве","77:04:0004012:8658","RU77152000-045745","","действует","More then 1 level","активна","новый объект","Храм"
"191421","Многофункциональный жилой комплекс. Корп. 1.1 секции 1.1-1.2 (этап 1.1), Корп. 1.2 секции 1.3-1.4 (этап 1.2) и Корп. 2 (этап 2) с подземной автостоянкой. Этап 1.1, этап 1.2","Юго-Восточный административный округ","район Лефортово","Москва, ул. Красноказарменная, владение 15","37.706324180556,55.756571912416","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","13182.2","28","в строительстве","77:04:0001005:1","RU77148000-050315","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"191541","Реконструкция АЗС № 566","Восточный административный округ","район Ивановское","Москва, ВАО, Ивановское, МКАД, 109 км, вл. 14","37.841448672459,55.780380629989","реконструкция","Автозаправочная станция","внебюджетные источники","560.28","1","в строительстве","77:03:0005022:10","RU77-134000-021943","25.01.2017","действует","More then 1 level","активна","новый объект","Автозаправочная станция"
"146166","Жилой дом с инженерными сетями и благоустройством территории (со сносом здания по адресу: Симферопольский проезд, д.7, стр.1)","Южный административный округ","Нагорный район","Москва, Симферопольский пр-д, влд. 7 стр. 1","37.616705112785,55.665702916456","новое строительство","Многоэтажный многоквартирный дом","городской бюджет","700.9","12+1 подземный","в строительстве","не определен","RU77165000-038656","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"22453","Реконструкция нежилого здания","Северо-Восточный административный округ","Алексеевский район","Москва, СВАО, Алексеевский, просп. Мира, вл. 114Б, стр. 2","37.638210190686,55.808321057203","реконструкция","Объект торговли иного типа","внебюджетные источники","1003.1","2+2 подз","в строительстве","77:02:0023013:60","RU77-102000-019316","17.06.2016","действует","More then 1 level","активна","новый объект","Объект торговли"
"43694","Автотехцентр. Реконструкция","Северо-Западный административный округ","район Южное Тушино","Москва, СЗАО, Южное Тушино, Свободы ул. д. 35 стр. 17","37.446849743885,55.837648455666","реконструкция","Объект ремонта, содержания и обслуживания автотранспортных средств иного типа","внебюджетные источники","1421.6","4","в строительстве","77:08:0005003:28","RU77-222000-013053","03.12.2014","действует","More then 1 level","активна","новый объект","Объект ремонта, содержания и обслуживания автотранспортных средств"
"192241","Многоэтажная жилая застройка с объектами социальной инфраструктуры. 1- этап строительства. Корпус 1. Секции 1.1, 1.2, 1.3, 1.4 и подземный паркинг","Западный административный округ","район Очаково-Матвеевское","Москва, ЗАО, район Очаково-Матвеевское, ул. Большая Очаковская, вл. 2","37.467925860700,55.692460413750","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","11901","1-32+1-2 подземных","в строительстве","77:07:0014001:15","RU77176000-050407","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"192321","Жилая застройка в составе многоквартирных домов корп. 1, корп.2, корп. 3, корп.4, корп.5 со встроенно-пристроенным ДОО на 100 мест, подземным паркингом и инженерными сетями по адресу: Хорошевское шоссе (участок с кадастровым номером 77:09:0005007:17421)","Северный административный округ","Хорошёвский район","г. Москва, САО, Хорошевский, Хорошевское шоссе.","37.541528662008,55.777669257362","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","4862.6","1-2-25+1 подземный","в строительстве","77:09:0005007:17421","","","","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"4755","Патологоанатомический корпус государственного бюджетного учреждения здравоохранения города Москвы ""Городская клиническая больница им. А.К. Ерамишанцева Департамента здравоохранения города Москвы""","Северо-Восточный административный округ","Бабушкинский район","г. Москва, СВАО, Бабушкинский, Ленская ул. д. 15","37.664285297806,55.864837713550","новое строительство","Бюро патолого-анатомическое, морг","городской бюджет","1745","3+1 подземный","в строительстве","77:02:0015002:5","RU77106000-046187","","действует","More then 1 level","активна","новый объект","Бюро патолого-анатомическое, морг"
"192341","Производственно-распределительный центр с помещениями, предназначенными для низкотемпературной обработки и хранения продуктов питания ","Западный административный округ","район Очаково-Матвеевское","Москва, ЗАО, Очаково-Матвеевское, Рябиновая ул. вл. 45","37.426163751830,55.697043500881","новое строительство","Склад","внебюджетные источники","9455.8","2","в строительстве","77:07:0012006:142","RU77176000-046644","","действует","More then 1 level","активна","новый объект","Склад"
"192461","Многофункциональный Общественный Центр шаговой доступности ""Керчь"". Реконструкция кинотеатра ""Керчь"" ","Южный административный округ","район Бирюлёво Восточное","г. Москва, вл. 17, пересечение ул. Бирюлевская; Российская Федерация, Москва, ул. Бирюлевская, вл. 17","37.664244880233,55.595658001520","реконструкция","Кинотеатр","внебюджетные источники","3296","4+1 подземный","в строительстве","77:05:0010003:50","RU77111000-048666","","действует","More then 1 level","активна","новый объект","Кинотеатр"
"122759","Реконструкция объекта Автозаправочный комплекс АЗС № 119","Западный административный округ","район Фили-Давыдково","г. Москва, ЗАО, район Фили-Давыдково, Кутузовский просп. вл. 55","37.484284156909,55.730039378717","реконструкция","Автозаправочная станция","внебюджетные источники","826.8","1","в строительстве","77:07:0009005:2896","RU77-209000-020365","27.06.2016","действует","More then 1 level","активна","новый объект","Автозаправочная станция"
"182299","Жилой комплекс многоэтажных домов с подземными паркингами и нежилыми встроенно-пристроенными помещениями на первых этажах, в том числе с помещениями свободного назначения, с сетями и сооружениями инженерно-технического обеспечения","Западный административный округ","район Филёвский Парк","Москва, ЗАО, Филевский парк, Береговой пр. вл. 2Б","37.506130406026,55.759988316362","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","13074","27+2 подземных","в строительстве","77:07:0002003:12127","RU77208000-041900","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"187741","Многоквартирный жилой дом со встроенно-пристроенными нежилыми помещениями на первом этаже, расположенный по адресу: г. Москва, ВАО, район Косино-Ухтомский, ул. Наташи Качуевской, вл. 3 (2-ая очередь), в составе транспортно-пересадочного узла (ТПУ) ""Улица Дмитриевского""","Восточный административный округ","район Косино-Ухтомский","Москва, ВАО, Косино-Ухтомский, ул. Наташи Качуевской, вл. 3","37.879492872712,55.712494267878","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","693.9","23+1 подземный","в строительстве","77:03:0010008:27468","RU77139000-046514","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"192521","Общеобразовательная школа на 625 мест, в составе 1-й очереди строительства жилого комплекса с объектами инфраструктуры","Северный административный округ","район Беговой","Москва, ЮЗАО, Южное Бутово, Старокрымская ул. вл. 13","37.558724811535,55.776809541183","новое строительство","Общеобразовательная организация","внебюджетные источники","3735","4","в строительстве","77:06:0011011:1002","RU77220000-043562","","действует","More then 1 level","активна","новый объект","Общеобразовательная организация"
"164875","Кафе для семейного отдыха","Восточный административный округ","район Гольяново","Москва, ВАО, Гольяново, Байкальская ул. вл. 51А стр. 1","37.826308876651,55.818216656931","реконструкция","Кафе","внебюджетные источники","426","1","в строительстве","77:03:0002017:10","RU77125000-037954","","действует","More then 1 level","активна","новый объект","Кафе"
"185841","Многоуровневый паркинг с торговыми помещениями","Южный административный округ","район Москворечье-Сабурово","г. Москва, пр. Каширский, вл. 25/2","37.624210559499,55.652836345071","новое строительство","Гараж легкового автотранспорта","внебюджетные источники","2747.1","6+1 подземный","в строительстве","77:05:0000000:5332","RU77161000-048322","","действует","More then 1 level","активна","новый объект","Гараж легкового автотранспорта"
"191241","Жилой комплекс. Жилые дома - корпуса 1.1, 1.2, 1.3. Первый этап строительства (Корп. 1.1)","Северный административный округ","Тимирязевский район","Москва, САО, Тимирязевский, 3-й Нижнелихоборский пр., вл. 1","37.562615186286,55.846167211239","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","782","19+1 подземный","в строительстве","77:09:0003024:4151","RU77206000-050863","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"191023","Жилая застройка с объектами социальной инфраструктуры 1 этап строительства","Восточный административный округ","район Гольяново","Москва, ВАО, Гольяново, ул. Амурская, вл. 2А, стр. 1","37.754854564798,55.805475808554","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","11961.9","33","в строительстве","77:03:0002007:2155","RU77125000-049931","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"191103","Многофункциональная комплексная жилая застройка с подземной автостоянкой. 2-ая очередь, корпус 15","Юго-Восточный административный округ","район Лефортово","Москва, ЮВАО, Лефортово, ул. Золоторожский вал, вл. 11","37.705475035756,55.751157913263","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","4191","20-27+2 подз.","в строительстве","77:04:0001009:2638","RU77148000-034873","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"115543","Технопарк - многофункциональный научно-производственный комплекс","Южный административный округ","Нагорный район","Москва, Варшавское шоссе, уч. Владение 36","37.623420298458,55.679339085532","реконструкция","Объект технополисов","внебюджетные источники","3142","22","в строительстве","77:05:0003007:8","RU77-165000-011993","26.12.2014","действует","More then 1 level","активна","новый объект","Объект технополисов"
